,gas,armi,conflitto,nato,europa,usa,italia,invasione,aggressione,ue
russia,0.010051130317151546,0.18280868232250214,0.0,0.13488930463790894,0.08107595145702362,0.10283470898866653,0.5131723284721375,0.0,0.0,0.0
ucraina,0.17996755242347717,0.24187882244586945,0.0,0.0,0.2798512876033783,0.2019084095954895,0.10333912074565887,0.0,0.0,0.15132658183574677
guerra,0.0,0.0,0.14249441027641296,0.01388433389365673,0.0,0.0,0.13132797181606293,0.0,0.0,0.0
